AISEQ,AICANT,AIALMACEN
311314,-1.000,109
311315,-1.000,109
311316,-1.000,109
311317,-1.000,109
311318,-1.000,109
311319,-1.000,109
311320,-1.000,109
311321,-1.000,109
311322,-1.000,109
311323,-1.000,109
311324,-1.000,109
311325,-1.000,109
311326,-1.000,109
311327,-1.000,109
311328,-1.000,109
311329,-1.000,109
311330,-1.000,109
311331,-1.000,109
311332,-1.000,109
311333,-1.000,109
311334,-1.000,109
311335,-1.000,109
311336,-1.000,109
311337,-1.000,109
311338,-1.000,109
311339,-1.000,109
311340,-1.000,109
311341,-1.000,109
311342,-1.000,109
311343,-1.000,109
311344,-1.000,109
311345,-1.000,109
311346,-1.000,109
311347,-1.000,109
311348,-1.000,109
311349,-1.000,109
311350,-1.000,109
311351,-1.000,109
311352,-1.000,109
311353,-1.000,109
311354,-1.000,109
311355,-1.000,109
311356,-1.000,109
311357,-1.000,109
311358,-1.000,109
311359,-1.000,109
311360,-1.000,109
311361,-1.000,109
311362,-1.000,109
311363,-1.000,109
311364,-1.000,109
311365,-1.000,109
311366,-1.000,109
311367,-1.000,109
311368,-1.000,109
311369,-1.000,109
311370,-1.000,109
311371,-1.000,109
311372,-1.000,109
311373,-1.000,109
311374,-1.000,109
311375,-1.000,109
311376,-1.000,109
311377,-1.000,109
311378,-1.000,109
311379,-1.000,109
311380,-1.000,109
311381,-1.000,109
311382,-1.000,109
311383,-1.000,109
311384,-1.000,109
311385,-1.000,109
311386,-1.000,109
311387,-1.000,109
311388,-1.000,109
311389,-1.000,109
311390,-1.000,109
311391,-1.000,109
311392,-1.000,109
311393,-1.000,109
311394,-1.000,109
311395,-1.000,109
311396,-1.000,109
311397,-1.000,109
311398,-1.000,109
311399,-1.000,109
311400,-1.000,109
311401,-1.000,109
311402,-1.000,109
311403,-1.000,109
311404,-1.000,109
311405,-1.000,109
311406,-1.000,109
311407,-1.000,109
311408,-1.000,109
311409,-1.000,109
311410,-1.000,109
311411,-1.000,109
311412,-1.000,109
311413,-1.000,109
311414,-1.000,109
311415,-1.000,109
311416,-1.000,109
312240,-1.000,109
312241,-1.000,109
312407,1.000,109
312408,1.000,109
312409,1.000,109
312410,1.000,109
312411,1.000,109
312412,1.000,109
312413,1.000,109
312414,1.000,109
312415,1.000,109
312416,1.000,109
312417,1.000,109
312418,1.000,109
312419,1.000,109
312420,1.000,109
312421,1.000,109
312422,1.000,109
312423,1.000,109
312424,1.000,109
312425,1.000,109
312426,1.000,109
312427,1.000,109
312428,1.000,109
312429,1.000,109
312430,1.000,109
312431,1.000,109
312432,1.000,109
312433,1.000,109
312434,1.000,109
312435,1.000,109
312436,1.000,109
312437,1.000,109
312438,1.000,109
312439,1.000,109
312440,1.000,109
312441,1.000,109
312442,1.000,109
312443,1.000,109
312444,1.000,109
312445,1.000,109
312446,1.000,109
312447,1.000,109
312448,1.000,109
312449,1.000,109
312450,1.000,109
312451,1.000,109
312452,1.000,109
312453,1.000,109
312454,1.000,109
312455,1.000,109
312456,1.000,109
312457,1.000,109
312458,1.000,109
312459,1.000,109
312460,1.000,109
312461,1.000,109
312462,1.000,109
312463,1.000,109
312464,1.000,109
312465,1.000,109
312466,1.000,109
312467,1.000,109
312468,1.000,109
312469,1.000,109
312470,1.000,109
312471,1.000,109
312472,1.000,109
312473,1.000,109
312474,1.000,109
312475,1.000,109
312476,1.000,109
312477,1.000,109
312478,1.000,109
312479,1.000,109
312480,1.000,109
312481,1.000,109
312482,1.000,109
312483,1.000,109
312484,1.000,109
312485,1.000,109
312486,1.000,109
312487,1.000,109
312488,1.000,109
312489,1.000,109
312490,1.000,109
312491,1.000,109
312492,1.000,109
312493,1.000,109
312494,1.000,109
312495,1.000,109
312496,1.000,109
312497,1.000,109
312498,1.000,109
312499,1.000,109
312500,1.000,109
312501,1.000,109
312502,1.000,109
312503,1.000,109
312653,1.000,109
312654,1.000,109
312655,1.000,109
312656,1.000,109
312657,1.000,109
312658,1.000,109
312659,1.000,109
312660,1.000,109
312661,1.000,109
312662,1.000,109
312663,1.000,109
312664,1.000,109
312665,1.000,109
312666,1.000,109
312667,1.000,109
312668,1.000,109
312669,1.000,109
312670,1.000,109
312671,1.000,109
312672,1.000,109
312673,1.000,109
312674,1.000,109
312675,1.000,109
312676,1.000,109
312677,1.000,109
312678,1.000,109
312679,1.000,109
312680,1.000,109
312681,1.000,109
312682,1.000,109
312683,1.000,109
312684,1.000,109
312685,1.000,109
312686,1.000,109
312687,1.000,109
312688,1.000,109
312689,1.000,109
312690,1.000,109
312691,1.000,109
312692,1.000,109
312693,1.000,109
312694,1.000,109
312695,1.000,109
312696,1.000,109
312697,1.000,109
312698,1.000,109
312699,1.000,109
312700,1.000,109
312701,1.000,109
312702,1.000,109
312703,1.000,109
312704,1.000,109
312705,1.000,109
312706,1.000,109
312707,1.000,109
312708,1.000,109
312709,1.000,109
312710,1.000,109
312711,1.000,109
312712,1.000,109
312713,1.000,109
312714,1.000,109
312715,1.000,109
312716,1.000,109
312717,1.000,109
312718,1.000,109
312719,1.000,109
312720,1.000,109
312721,1.000,109
312722,1.000,109
312723,1.000,109
312724,1.000,109
312725,1.000,109
312726,1.000,109
312727,1.000,109
312728,1.000,109
312729,1.000,109
312730,1.000,109
312731,1.000,109
312732,1.000,109
312733,1.000,109
312734,1.000,109
312735,1.000,109
312736,1.000,109
312737,1.000,109
312738,1.000,109
312739,1.000,109
312740,1.000,109
312741,1.000,109
312742,1.000,109
313375,1.000,109
313376,1.000,109
313377,1.000,109
313378,1.000,109
313379,1.000,109
313380,1.000,109
313381,1.000,109
313382,1.000,109
313383,1.000,109
313384,1.000,109
313385,1.000,109
313386,1.000,109
313387,1.000,109
313388,1.000,109
313389,1.000,109
313390,1.000,109
313391,1.000,109
313392,1.000,109
313393,1.000,109
313394,1.000,109
313395,1.000,109
313396,1.000,109
313397,1.000,109
313398,1.000,109
313399,1.000,109
313400,1.000,109
313401,1.000,109
313402,1.000,109
313403,1.000,109
313404,1.000,109
313405,1.000,109
313406,1.000,109
313407,1.000,109
313408,1.000,109
313409,1.000,109
313410,1.000,109
313411,1.000,109
313412,1.000,109
313413,1.000,109
313414,1.000,109
313415,1.000,109
313416,1.000,109
313417,1.000,109
313418,1.000,109
313419,1.000,109
313626,-1.000,109
314481,-1.000,109
314482,-1.000,109
314494,-1.000,109
314495,-1.000,109
314496,-1.000,109
314767,-1.000,109
314771,1.000,109
314772,1.000,109
314773,1.000,109
314774,1.000,109
314775,1.000,109
314776,1.000,109
314777,1.000,109
314778,1.000,109
314779,1.000,109
315579,1.000,109
315580,1.000,109
315581,1.000,109
315582,1.000,109
315583,1.000,109
315584,1.000,109
315585,1.000,109
315586,1.000,109
315587,1.000,109
315588,1.000,109
315589,1.000,109
315590,1.000,109
315591,1.000,109
315592,1.000,109
315593,1.000,109
315594,1.000,109
315595,1.000,109
315596,1.000,109
315597,1.000,109
315598,1.000,109
315599,1.000,109
315600,1.000,109
315601,1.000,109
315602,1.000,109
315603,1.000,109
315604,1.000,109
315605,1.000,109
315606,1.000,109
315607,1.000,109
315608,1.000,109
315609,1.000,109
315610,1.000,109
315611,1.000,109
315612,1.000,109
315613,1.000,109
315614,1.000,109
315615,1.000,109
315616,1.000,109
315617,1.000,109
315618,1.000,109
315619,1.000,109
315620,1.000,109
315621,1.000,109
315622,1.000,109
315623,1.000,109
315624,1.000,109
315625,1.000,109
315626,1.000,109
315627,1.000,109
315628,1.000,109
315629,1.000,109
315630,1.000,109
315631,1.000,109
315632,1.000,109
315633,1.000,109
315634,1.000,109
315635,1.000,109
315636,1.000,109
315637,1.000,109
315638,1.000,109
315639,1.000,109
315640,1.000,109
315641,1.000,109
315642,1.000,109
315643,1.000,109
315644,1.000,109
315645,1.000,109
315646,1.000,109
315647,1.000,109
315648,1.000,109
315649,1.000,109
315650,1.000,109
315651,1.000,109
315652,1.000,109
315653,1.000,109
315654,1.000,109
315655,1.000,109
315656,1.000,109
315657,1.000,109
315658,1.000,109
315659,1.000,109
315660,1.000,109
315661,1.000,109
315662,1.000,109
315663,1.000,109
315664,1.000,109
315665,1.000,109
315666,1.000,109
315667,1.000,109
315668,1.000,109
315669,1.000,109
315670,1.000,109
315671,1.000,109
315672,1.000,109
315673,1.000,109
315674,1.000,109
315675,1.000,109
315676,1.000,109
315677,1.000,109
315678,1.000,109
315679,1.000,109
315680,1.000,109
315681,1.000,109
315682,1.000,109
315683,1.000,109
315684,1.000,109
315685,1.000,109
315686,1.000,109
317905,-1.000,109
317906,-1.000,109
317907,-1.000,109
317908,-1.000,109
317923,-1.000,109
318105,-1.000,109
318106,-1.000,109
318177,-1.000,109
318178,-1.000,109
318788,1.000,109
318791,-1.000,109
318951,-1.000,109
318952,-1.000,109
319036,-1.000,109
319435,-1.000,109
319436,-1.000,109
320284,-1.000,109
320285,-1.000,109
320286,0.000,109
320287,0.000,109
320455,-1.000,109
320456,-1.000,109
321149,1.000,109
321150,1.000,109
321151,1.000,109
321152,1.000,109
321153,1.000,109
321154,1.000,109
321155,1.000,109
321156,1.000,109
321157,1.000,109
321158,1.000,109
321159,1.000,109
321160,1.000,109
321161,1.000,109
321162,1.000,109
321163,1.000,109
321164,1.000,109
321165,1.000,109
321166,1.000,109
321167,1.000,109
321168,1.000,109
321169,1.000,109
321170,1.000,109
321171,1.000,109
321172,1.000,109
321173,1.000,109
321174,1.000,109
321175,1.000,109
321176,1.000,109
321177,1.000,109
321178,1.000,109
321179,1.000,109
321180,1.000,109
321181,1.000,109
321182,1.000,109
321183,1.000,109
321184,1.000,109
321185,1.000,109
321186,1.000,109
321187,1.000,109
321188,1.000,109
321189,1.000,109
321190,1.000,109
321191,1.000,109
321192,1.000,109
321193,1.000,109
321194,1.000,109
321195,1.000,109
321196,1.000,109
321197,1.000,109
321198,1.000,109
321199,1.000,109
321200,1.000,109
321201,-1.000,109
321202,-1.000,109
321372,-1.000,109
321373,-1.000,109
321405,-1.000,109
321406,-1.000,109
321542,-1.000,109
323070,-1.000,109
324319,-1.000,109
324320,-1.000,109
324321,-1.000,109
324322,-1.000,109
324323,-1.000,109
324324,-1.000,109
324345,0.000,109
324346,1.000,109
324613,1.000,109
324614,1.000,109
324615,1.000,109
324616,1.000,109
324617,1.000,109
324618,1.000,109
324619,1.000,109
324620,1.000,109
324621,1.000,109
324622,1.000,109
324623,1.000,109
324624,1.000,109
324625,1.000,109
324626,1.000,109
324627,1.000,109
324628,1.000,109
324629,1.000,109
324630,1.000,109
324631,1.000,109
324632,1.000,109
324633,1.000,109
324634,1.000,109
324635,1.000,109
324636,1.000,109
324637,1.000,109
324638,1.000,109
324639,1.000,109
324640,1.000,109
324641,1.000,109
324642,1.000,109
324643,1.000,109
324644,1.000,109
324645,1.000,109
324646,1.000,109
324647,1.000,109
324648,1.000,109
324649,1.000,109
324650,1.000,109
324651,1.000,109
324652,1.000,109
324653,1.000,109
324654,1.000,109
324655,1.000,109
324656,1.000,109
324657,1.000,109
324658,1.000,109
324659,1.000,109
324660,1.000,109
324661,1.000,109
324662,1.000,109
324663,1.000,109
324664,1.000,109
324665,1.000,109
324666,1.000,109
324667,1.000,109
324668,1.000,109
324669,1.000,109
324670,1.000,109
324671,1.000,109
324672,1.000,109
324673,1.000,109
324674,1.000,109
324675,1.000,109
324676,1.000,109
324677,1.000,109
324678,1.000,109
324679,1.000,109
324680,1.000,109
324681,1.000,109
324682,1.000,109
324683,1.000,109
324684,1.000,109
324685,1.000,109
324686,1.000,109
324687,1.000,109
324688,1.000,109
324689,1.000,109
324690,1.000,109
324691,1.000,109
324692,1.000,109
324693,1.000,109
324694,1.000,109
324695,1.000,109
324696,1.000,109
324697,1.000,109
324698,1.000,109
324699,1.000,109
324700,1.000,109
324701,1.000,109
324702,1.000,109
324703,1.000,109
324704,1.000,109
324705,1.000,109
324706,1.000,109
324707,1.000,109
324708,1.000,109
324709,1.000,109
324710,1.000,109
324711,1.000,109
324712,1.000,109
324713,1.000,109
324714,1.000,109
324715,1.000,109
324716,1.000,109
324717,1.000,109
324718,1.000,109
324719,1.000,109
324720,1.000,109
324721,1.000,109
324722,1.000,109
324723,1.000,109
324724,1.000,109
324725,1.000,109
324726,1.000,109
324727,1.000,109
324728,1.000,109
324729,1.000,109
324730,1.000,109
324731,1.000,109
324732,1.000,109
324733,1.000,109
324734,1.000,109
324735,1.000,109
324736,1.000,109
324737,1.000,109
324738,1.000,109
324739,1.000,109
324740,1.000,109
324741,1.000,109
324742,1.000,109
324743,1.000,109
324744,1.000,109
324745,1.000,109
324746,1.000,109
324747,1.000,109
324748,1.000,109
324749,1.000,109
324750,1.000,109
324751,1.000,109
324752,1.000,109
324753,1.000,109
324754,1.000,109
324755,1.000,109
324756,1.000,109
324757,1.000,109
324758,1.000,109
324759,1.000,109
324760,1.000,109
324761,1.000,109
324762,1.000,109
324763,1.000,109
324764,1.000,109
324765,1.000,109
324766,1.000,109
324767,1.000,109
324768,1.000,109
324769,1.000,109
324770,1.000,109
324771,1.000,109
324772,1.000,109
324773,1.000,109
324774,1.000,109
324775,1.000,109
324776,1.000,109
324777,1.000,109
324778,1.000,109
324779,1.000,109
324780,1.000,109
324781,1.000,109
324782,1.000,109
324783,1.000,109
324784,1.000,109
324785,1.000,109
324786,1.000,109
324787,1.000,109
324788,1.000,109
324789,1.000,109
324790,1.000,109
324791,1.000,109
324792,1.000,109
324793,1.000,109
324794,1.000,109
324795,1.000,109
324796,1.000,109
324797,1.000,109
324798,1.000,109
324799,1.000,109
324800,1.000,109
324801,1.000,109
324802,1.000,109
324803,1.000,109
324804,1.000,109
324805,1.000,109
324806,1.000,109
324807,1.000,109
324808,1.000,109
324809,1.000,109
324810,1.000,109
324811,1.000,109
324812,1.000,109
324813,1.000,109
324814,1.000,109
324815,1.000,109
324816,1.000,109
324817,1.000,109
324818,1.000,109
324819,1.000,109
324820,1.000,109
324821,1.000,109
324822,1.000,109
324823,1.000,109
324824,1.000,109
324825,1.000,109
324826,1.000,109
324827,1.000,109
324828,1.000,109
324829,1.000,109
324830,1.000,109
324831,1.000,109
324832,1.000,109
324833,1.000,109
324834,1.000,109
324835,1.000,109
324836,1.000,109
324837,1.000,109
324838,1.000,109
324839,1.000,109
324840,1.000,109
324841,1.000,109
324842,1.000,109
324843,1.000,109
324844,1.000,109
324845,1.000,109
324846,1.000,109
324847,1.000,109
324848,1.000,109
324849,1.000,109
324850,1.000,109
324851,1.000,109
324852,1.000,109
324853,1.000,109
324854,1.000,109
324855,1.000,109
324856,1.000,109
324857,1.000,109
324858,1.000,109
324859,1.000,109
324860,1.000,109
324861,1.000,109
324862,1.000,109
324863,1.000,109
324864,1.000,109
324865,1.000,109
324866,1.000,109
324867,1.000,109
324868,1.000,109
324869,1.000,109
324870,1.000,109
324871,1.000,109
324872,1.000,109
324873,1.000,109
324874,1.000,109
324875,1.000,109
324876,1.000,109
324877,1.000,109
324878,1.000,109
324879,1.000,109
324880,1.000,109
324881,1.000,109
324882,1.000,109
324889,-1.000,109
324890,-1.000,109
325221,0.000,109
325222,0.000,109
325252,-1.000,109
325253,-1.000,109
325672,-1.000,109
325673,-1.000,109
326249,-1.000,109
326250,-1.000,109
326347,-1.000,109
326348,-1.000,109
326350,-1.000,109
326351,-1.000,109
326554,-1.000,109
327175,-1.000,109
327176,-1.000,109
327591,1.000,109
327592,1.000,109
327593,1.000,109
327594,1.000,109
327595,1.000,109
327596,1.000,109
327597,1.000,109
327598,1.000,109
327599,1.000,109
327600,1.000,109
327601,1.000,109
327602,1.000,109
327603,1.000,109
327604,1.000,109
327605,1.000,109
327606,1.000,109
327607,1.000,109
327608,1.000,109
327609,1.000,109
327610,1.000,109
327611,1.000,109
327612,1.000,109
327613,1.000,109
327614,1.000,109
327615,1.000,109
327616,1.000,109
327617,1.000,109
327618,1.000,109
327619,1.000,109
327620,1.000,109
327621,1.000,109
327622,1.000,109
327623,1.000,109
327624,1.000,109
327625,1.000,109
327626,1.000,109
327627,1.000,109
327628,1.000,109
327629,1.000,109
327630,1.000,109
327631,1.000,109
327632,1.000,109
327633,1.000,109
327634,1.000,109
327635,1.000,109
327636,1.000,109
327637,1.000,109
327638,1.000,109
327639,1.000,109
327640,1.000,109
327641,1.000,109
327642,1.000,109
327643,1.000,109
327644,1.000,109
327645,1.000,109
327646,1.000,109
327647,1.000,109
327648,1.000,109
327649,1.000,109
327650,1.000,109
327651,1.000,109
327652,1.000,109
327653,1.000,109
327654,1.000,109
327655,1.000,109
327656,1.000,109
327657,1.000,109
327658,1.000,109
327659,1.000,109
327660,1.000,109
327661,1.000,109
327662,1.000,109
328574,-1.000,109
329029,-1.000,109
329030,-1.000,109
329048,1.000,109
329049,1.000,109
329050,1.000,109
329051,1.000,109
329052,1.000,109
329053,1.000,109
329054,1.000,109
329055,1.000,109
329056,1.000,109
329057,1.000,109
329058,1.000,109
329059,1.000,109
329060,1.000,109
329061,1.000,109
329062,1.000,109
329063,1.000,109
329064,1.000,109
329065,1.000,109
329066,1.000,109
329067,1.000,109
329068,1.000,109
329069,1.000,109
329070,1.000,109
329071,1.000,109
329072,1.000,109
329073,1.000,109
329074,1.000,109
329075,1.000,109
329076,1.000,109
329077,1.000,109
329078,1.000,109
329079,1.000,109
329080,1.000,109
329081,1.000,109
329082,1.000,109
329083,1.000,109
329084,1.000,109
329085,1.000,109
329086,1.000,109
329087,1.000,109
329088,1.000,109
329089,1.000,109
329090,1.000,109
329091,1.000,109
329092,1.000,109
329093,1.000,109
329094,1.000,109
329095,1.000,109
329096,1.000,109
329097,1.000,109
329098,1.000,109
329099,1.000,109
329100,1.000,109
329101,1.000,109
329102,1.000,109
329103,1.000,109
329104,1.000,109
329105,1.000,109
329106,1.000,109
329107,1.000,109
329108,1.000,109
329109,1.000,109
329110,1.000,109
329111,1.000,109
329112,1.000,109
329113,1.000,109
329114,1.000,109
329115,1.000,109
329116,1.000,109
329117,1.000,109
329118,1.000,109
329119,1.000,109
329120,1.000,109
329121,1.000,109
329122,1.000,109
329123,1.000,109
329124,1.000,109
329125,1.000,109
329126,1.000,109
329127,1.000,109
329128,1.000,109
329129,1.000,109
329130,1.000,109
329131,1.000,109
329132,1.000,109
329133,1.000,109
329134,1.000,109
329135,1.000,109
329136,1.000,109
329137,1.000,109
329138,1.000,109
329139,1.000,109
329140,1.000,109
329141,1.000,109
329142,1.000,109
329143,1.000,109
330478,-1.000,109
332407,-1.000,109
332408,-1.000,109
332409,-1.000,109
332410,-1.000,109
332411,-1.000,109
332412,-1.000,109
332413,-1.000,109
332414,-1.000,109
332415,-1.000,109
332416,-1.000,109
332453,-1.000,109
332454,-1.000,109
332460,-1.000,109
332998,-1.000,109
332999,-1.000,109
333000,-1.000,109
333001,-1.000,109
333002,-1.000,109
333003,-1.000,109
333004,-1.000,109
333005,-1.000,109
333006,-1.000,109
333007,-1.000,109
333008,-1.000,109
333009,-1.000,109
333010,-1.000,109
333011,-1.000,109
333012,-1.000,109
333013,-1.000,109
333014,-1.000,109
333015,-1.000,109
333016,-1.000,109
333017,-1.000,109
333018,-1.000,109
333019,-1.000,109
333020,-1.000,109
333021,-1.000,109
333022,-1.000,109
333023,-1.000,109
333024,-1.000,109
333025,-1.000,109
333083,-1.000,109
333084,-1.000,109
333085,-1.000,109
333086,-1.000,109
333536,-1.000,109
333537,-1.000,109
334451,-1.000,109
334452,-1.000,109
334611,1.000,109
334618,1.000,109
334620,-1.000,109
334626,1.000,109
334789,1.000,109
334790,1.000,109
334791,-1.000,109
334793,1.000,109
334794,1.000,109
334800,1.000,109
334801,-1.000,109
334809,1.000,109
334810,-1.000,109
334812,1.000,109
334998,1.000,109
335000,1.000,109
335001,-1.000,109
335013,1.000,109
335014,1.000,109
335171,-1.000,109
335175,1.000,109
335180,0.000,109
335184,1.000,109
335186,-1.000,109
335831,-1.000,109
335832,-1.000,109
335833,-1.000,109
335834,-1.000,109
335888,-1.000,109
335889,-1.000,109
335990,-1.000,109
335991,-1.000,109
336646,-1.000,109
336647,-1.000,109
336688,-1.000,109
336689,-1.000,109
336690,-1.000,109
336701,-1.000,109
336708,-1.000,109
336709,-1.000,109
336755,1.000,109
336782,-1.000,109
337152,-1.000,109
337153,-1.000,109
337154,-1.000,109
337155,-1.000,109
337156,-1.000,109
337157,-1.000,109
337158,-1.000,109
337159,-1.000,109
337162,-1.000,109
337163,-1.000,109
337164,-1.000,109
337165,-1.000,109
337241,-1.000,109
337242,-1.000,109
337499,1.000,109
337616,-1.000,109
337617,-1.000,109
337620,-1.000,109
337641,-1.000,109
338094,0.000,109
338095,0.000,109
339546,-1.000,109
339547,-1.000,109
339660,-1.000,109
339661,-1.000,109
340443,-1.000,109
340444,-1.000,109
340445,-1.000,109
340446,-1.000,109
340447,-1.000,109
340448,-1.000,109
340449,-1.000,109
340450,-1.000,109
340451,-1.000,109
340452,-1.000,109
340453,-1.000,109
340454,-1.000,109
340455,-1.000,109
340456,-1.000,109
340457,-1.000,109
340458,-1.000,109
340459,-1.000,109
340460,-1.000,109
340478,-1.000,109
340479,-1.000,109
340483,-1.000,109
340484,-1.000,109
341252,-1.000,109
341311,-1.000,109
341904,-1.000,109
341905,-1.000,109
341907,-1.000,109
341908,-1.000,109
341909,-1.000,109
341910,-1.000,109
341920,0.000,109
341926,0.000,109
341927,0.000,109
341928,0.000,109
341930,0.000,109
341931,0.000,109
341932,0.000,109
341933,0.000,109
341943,0.000,109
341944,0.000,109
341945,0.000,109
341946,0.000,109
341947,0.000,109
341948,0.000,109
341949,0.000,109
341950,0.000,109
341951,0.000,109
341961,-1.000,109
341962,-1.000,109
341963,-1.000,109
342354,-1.000,109
342580,-1.000,109
342581,-1.000,109
343015,-1.000,109
343016,-1.000,109
343017,-1.000,109
343018,-1.000,109
343251,1.000,109
343256,-1.000,109
343257,-1.000,109
343263,1.000,109
343264,-1.000,109
343267,1.000,109
343268,1.000,109
343269,1.000,109
343270,1.000,109
343271,1.000,109
343272,1.000,109
343273,1.000,109
343274,1.000,109
343275,1.000,109
343276,1.000,109
343277,1.000,109
343278,1.000,109
343279,1.000,109
343280,1.000,109
343281,1.000,109
343282,1.000,109
343283,1.000,109
343284,1.000,109
343285,1.000,109
343286,1.000,109
343287,1.000,109
343288,1.000,109
343289,1.000,109
343290,1.000,109
343291,1.000,109
343292,1.000,109
343293,1.000,109
343294,1.000,109
343295,1.000,109
343296,1.000,109
343297,1.000,109
343298,1.000,109
343299,1.000,109
343300,1.000,109
343301,1.000,109
343302,1.000,109
343303,1.000,109
343305,-1.000,109
343311,1.000,109
343320,-1.000,109
343341,1.000,109
343342,-1.000,109
343698,0.000,109
343699,0.000,109
343700,0.000,109
343701,0.000,109
343702,0.000,109
343703,0.000,109
343719,-1.000,109
343720,-1.000,109
343757,-1.000,109
343758,-1.000,109
343759,-1.000,109
343760,-1.000,109
343863,-1.000,109
343864,-1.000,109
344383,-1.000,109
344384,-1.000,109
344385,-1.000,109
344386,-1.000,109
344389,-1.000,109
344390,-1.000,109
344400,-1.000,109
344401,-1.000,109
344405,-1.000,109
344425,1.000,109
344563,-1.000,109
344564,-1.000,109
344680,-1.000,109
344847,-1.000,109
345362,0.000,109
345363,0.000,109
345394,-1.000,109
345395,-1.000,109
345396,-1.000,109
345397,-1.000,109
345947,-1.000,109
345948,-1.000,109
346478,-1.000,109
346479,-1.000,109
346480,-1.000,109
346481,-1.000,109
347383,-1.000,109
347384,-1.000,109
347385,-1.000,109
347386,-1.000,109
347387,-1.000,109
347388,-1.000,109
347389,-1.000,109
347390,-1.000,109
347419,0.000,109
347420,1.000,109
347421,-1.000,109
347422,0.000,109
347530,-1.000,109
347531,-1.000,109
348144,0.000,109
348162,-1.000,109
348163,-1.000,109
348164,-1.000,109
348165,-1.000,109
348166,-1.000,109
348167,-1.000,109
348168,-1.000,109
348169,-1.000,109
348170,-1.000,109
348171,-1.000,109
348185,-1.000,109
348186,-1.000,109
349108,1.000,109
349793,-1.000,109
349794,-1.000,109
350646,-1.000,109
350647,-1.000,109
351822,-1.000,109
351823,-1.000,109
351824,-1.000,109
351825,-1.000,109
351826,-1.000,109
351827,-1.000,109
352728,-1.000,109
352729,-1.000,109
352739,-1.000,109
352740,-1.000,109
353664,1.000,109
353834,1.000,109
353835,-1.000,109
353839,1.000,109
353840,1.000,109
353841,1.000,109
353842,1.000,109
353843,-1.000,109
353844,-1.000,109
353845,-1.000,109
353846,-1.000,109
353850,1.000,109
353900,-1.000,109
353986,1.000,109
353987,-1.000,109
353992,-1.000,109
353993,-1.000,109
353994,-1.000,109
353995,-1.000,109
353996,-1.000,109
353997,-1.000,109
353998,-1.000,109
353999,-1.000,109
354000,-1.000,109
354001,-1.000,109
355289,1.000,109
355290,1.000,109
355291,1.000,109
355292,1.000,109
355293,1.000,109
355294,1.000,109
355295,1.000,109
355296,1.000,109
355297,1.000,109
355298,1.000,109
355299,1.000,109
355300,1.000,109
355301,1.000,109
355302,1.000,109
355303,1.000,109
355304,1.000,109
355305,1.000,109
355306,1.000,109
355307,1.000,109
355308,1.000,109
355309,1.000,109
355310,1.000,109
355311,1.000,109
355312,1.000,109
355313,1.000,109
355314,1.000,109
355315,1.000,109
355316,1.000,109
355317,1.000,109
355318,1.000,109
355319,1.000,109
355320,1.000,109
355321,1.000,109
355322,1.000,109
355323,1.000,109
355324,1.000,109
355325,1.000,109
355326,1.000,109
355327,1.000,109
355328,1.000,109
355329,1.000,109
355330,1.000,109
355331,1.000,109
355332,1.000,109
355333,1.000,109
355334,1.000,109
355335,1.000,109
355336,1.000,109
355337,1.000,109
355338,1.000,109
355339,1.000,109
355340,1.000,109
355341,1.000,109
355342,1.000,109
355343,1.000,109
355344,1.000,109
355345,1.000,109
355346,1.000,109
355347,1.000,109
355348,1.000,109
355349,1.000,109
355350,1.000,109
355351,1.000,109
355352,1.000,109
355353,1.000,109
355354,1.000,109
355355,1.000,109
355356,1.000,109
355357,1.000,109
355358,1.000,109
355359,1.000,109
355360,1.000,109
355361,1.000,109
355362,1.000,109
355363,1.000,109
355364,1.000,109
355365,1.000,109
355366,1.000,109
355367,1.000,109
355368,1.000,109
355369,1.000,109
355370,1.000,109
355371,1.000,109
355372,1.000,109
355373,1.000,109
355374,1.000,109
355375,1.000,109
355376,1.000,109
355377,1.000,109
355378,1.000,109
355379,1.000,109
355380,1.000,109
355381,1.000,109
355382,1.000,109
355383,1.000,109
355384,1.000,109
355385,1.000,109
355386,1.000,109
355387,1.000,109
355388,1.000,109
355389,1.000,109
355390,1.000,109
355391,1.000,109
355392,1.000,109
355393,1.000,109
355394,1.000,109
355395,1.000,109
355396,1.000,109
355397,1.000,109
355398,1.000,109
355399,1.000,109
355400,1.000,109
355401,1.000,109
355402,1.000,109
355403,1.000,109
355404,1.000,109
355405,1.000,109
355406,1.000,109
355407,1.000,109
355408,1.000,109
355409,1.000,109
355410,1.000,109
355411,1.000,109
355412,1.000,109
355413,1.000,109
355414,1.000,109
355415,1.000,109
355416,1.000,109
355417,1.000,109
355418,1.000,109
355419,1.000,109
355420,1.000,109
355421,1.000,109
355422,1.000,109
355423,1.000,109
355424,1.000,109
355425,1.000,109
355426,1.000,109
355427,1.000,109
355428,1.000,109
355429,1.000,109
355430,1.000,109
355431,1.000,109
355434,0.000,109
355803,-1.000,109
355804,-1.000,109
357115,-1.000,109
357116,-1.000,109
357118,-1.000,109
357119,-1.000,109
358199,-1.000,109
358200,-1.000,109
358201,-1.000,109
358202,-1.000,109
358203,-1.000,109
358204,-1.000,109
358205,-1.000,109
358206,-1.000,109
358526,-1.000,109
358527,-1.000,109
358560,0.000,109
358561,0.000,109
358562,0.000,109
358563,0.000,109
358564,0.000,109
358565,0.000,109
358566,0.000,109
358570,0.000,109
358588,0.000,109
358658,-1.000,109
358717,-1.000,109
