AISEQ,AICANT,AIALMACEN
157822,1.000,109
157823,1.000,109
157824,1.000,109
157825,1.000,109
157826,1.000,109
157827,1.000,109
157828,1.000,109
157829,1.000,109
157830,1.000,109
157831,1.000,109
157833,1.000,109
157834,1.000,109
157835,1.000,109
157836,1.000,109
157837,1.000,109
157838,1.000,109
157902,1.000,109
157903,1.000,109
157904,1.000,109
157905,1.000,109
157906,1.000,109
157907,1.000,109
157908,1.000,109
157909,1.000,109
157910,1.000,109
157911,1.000,109
157912,1.000,109
157913,1.000,109
157914,1.000,109
157915,1.000,109
157916,1.000,109
157917,1.000,109
157918,1.000,109
157919,1.000,109
157920,1.000,109
157921,1.000,109
157922,1.000,109
157923,1.000,109
157924,1.000,109
157925,1.000,109
157926,1.000,109
157927,1.000,109
157928,1.000,109
157929,1.000,109
157930,1.000,109
157931,1.000,109
157932,1.000,109
157933,1.000,109
157934,1.000,109
157935,1.000,109
157936,1.000,109
157937,1.000,109
157938,1.000,109
157939,1.000,109
157940,1.000,109
157941,1.000,109
157942,1.000,109
157943,1.000,109
157944,1.000,109
157945,1.000,109
157947,4.000,109
159094,-1.000,109
159095,-1.000,109
159096,-1.000,109
159097,-1.000,109
159098,-1.000,109
159099,-1.000,109
159100,-1.000,109
159101,-1.000,109
159359,-1.000,109
159360,-1.000,109
160635,-1.000,109
160636,-1.000,109
160637,-1.000,109
160638,-1.000,109
160639,-1.000,109
160640,-1.000,109
160668,-1.000,109
160669,-1.000,109
161302,1.000,109
161303,1.000,109
161304,1.000,109
161305,1.000,109
161306,1.000,109
161307,1.000,109
161308,1.000,109
161309,1.000,109
161310,1.000,109
161311,1.000,109
161312,1.000,109
161313,1.000,109
161314,1.000,109
161315,1.000,109
161316,2.000,109
161317,3.000,109
161318,3.000,109
161319,2.000,109
161320,3.000,109
161321,6.000,109
161322,3.000,109
161323,1.000,109
161324,1.000,109
161325,1.000,109
161326,1.000,109
161327,1.000,109
161328,1.000,109
161329,1.000,109
161330,1.000,109
161331,2.000,109
161332,2.000,109
161333,2.000,109
161334,2.000,109
161335,2.000,109
161336,1.000,109
161337,2.000,109
161338,2.000,109
161339,2.000,109
161340,2.000,109
161341,2.000,109
161342,1.000,109
161343,1.000,109
161344,1.000,109
161345,3.000,109
161346,3.000,109
161347,3.000,109
161348,1.000,109
161349,1.000,109
161350,1.000,109
161351,2.000,109
161352,2.000,109
161353,2.000,109
161354,2.000,109
161355,2.000,109
161356,2.000,109
161357,2.000,109
161358,2.000,109
161359,1.000,109
161360,1.000,109
161361,2.000,109
161362,2.000,109
161366,2.000,109
161367,4.000,109
161368,4.000,109
161369,4.000,109
161370,4.000,109
161371,4.000,109
161372,2.000,109
161373,2.000,109
161374,4.000,109
161375,4.000,109
161376,4.000,109
161377,4.000,109
161378,4.000,109
161379,2.000,109
161380,2.000,109
161381,4.000,109
161382,4.000,109
161383,4.000,109
161384,4.000,109
161385,4.000,109
161386,2.000,109
161387,2.000,109
161388,2.000,109
161389,2.000,109
161390,2.000,109
161391,2.000,109
161392,2.000,109
161393,2.000,109
161394,2.000,109
161395,1.000,109
161396,2.000,109
161397,1.000,109
161398,2.000,109
161399,2.000,109
161400,4.000,109
161401,4.000,109
161402,4.000,109
161403,4.000,109
161404,3.000,109
161405,4.000,109
161406,3.000,109
161407,3.000,109
161408,3.000,109
161409,3.000,109
161466,-1.000,109
161467,-1.000,109
161468,-1.000,109
161469,-1.000,109
161470,-1.000,109
161471,-1.000,109
161472,-1.000,109
161473,-1.000,109
161474,-1.000,109
161475,-1.000,109
161476,-1.000,109
161477,-1.000,109
161478,-1.000,109
161479,-1.000,109
161480,-1.000,109
161481,-1.000,109
161482,-1.000,109
161483,-1.000,109
161484,-1.000,109
161485,-1.000,109
161486,-1.000,109
161487,-1.000,109
161488,-1.000,109
161489,-1.000,109
161490,-1.000,109
161491,-1.000,109
161492,-1.000,109
161493,-1.000,109
161494,-1.000,109
161495,-1.000,109
161496,-1.000,109
161497,-1.000,109
161498,-1.000,109
161499,-1.000,109
161500,-1.000,109
161501,-1.000,109
161502,-1.000,109
161503,-1.000,109
161504,-1.000,109
161505,-1.000,109
161506,-1.000,109
161507,-1.000,109
161508,-1.000,109
161509,-1.000,109
161510,-1.000,109
161511,-1.000,109
161512,-1.000,109
161513,-1.000,109
161514,-1.000,109
161515,-1.000,109
161516,-1.000,109
161517,-1.000,109
161518,-1.000,109
161519,-1.000,109
161520,-1.000,109
161521,-1.000,109
161522,-1.000,109
161523,-1.000,109
161524,-1.000,109
161525,-1.000,109
161526,-1.000,109
161527,-1.000,109
161528,-1.000,109
161529,-1.000,109
161530,-1.000,109
161531,-1.000,109
161532,-1.000,109
161533,-1.000,109
161534,-1.000,109
161620,3.000,109
161621,6.000,109
161622,6.000,109
161623,6.000,109
161624,6.000,109
161625,6.000,109
161626,3.000,109
161627,3.000,109
161628,6.000,109
161629,6.000,109
161630,6.000,109
161631,6.000,109
161632,6.000,109
161633,3.000,109
161634,3.000,109
161635,6.000,109
161636,6.000,109
161637,6.000,109
161638,6.000,109
161639,6.000,109
161640,3.000,109
161641,3.000,109
161642,6.000,109
161643,6.000,109
161644,6.000,109
161645,6.000,109
161646,6.000,109
161647,3.000,109
161648,3.000,109
161649,6.000,109
161650,6.000,109
161651,6.000,109
161652,6.000,109
161653,3.000,109
161654,6.000,109
161655,3.000,109
161656,6.000,109
161657,6.000,109
161658,6.000,109
161659,6.000,109
161660,6.000,109
161661,3.000,109
161662,6.000,109
161663,6.000,109
161664,6.000,109
161665,6.000,109
161666,6.000,109
161667,6.000,109
161668,3.000,109
161669,6.000,109
161670,6.000,109
161671,6.000,109
161672,6.000,109
161673,6.000,109
161674,3.000,109
161794,3.000,109
161795,6.000,109
161796,6.000,109
161797,6.000,109
161798,6.000,109
161799,6.000,109
161800,3.000,109
161843,-1.000,109
161844,-1.000,109
161845,-1.000,109
161846,-1.000,109
161847,-1.000,109
161848,-1.000,109
161849,-1.000,109
161850,-1.000,109
161851,-1.000,109
161852,-1.000,109
161853,-1.000,109
161854,-1.000,109
161855,-1.000,109
161856,-1.000,109
161857,-1.000,109
161858,-1.000,109
161859,-1.000,109
161860,-1.000,109
161861,-1.000,109
161862,-1.000,109
161863,-1.000,109
161864,-1.000,109
161865,-1.000,109
161866,-1.000,109
161867,-1.000,109
161868,-1.000,109
161869,-1.000,109
161870,-1.000,109
161871,-1.000,109
161872,-1.000,109
161873,-1.000,109
161874,-1.000,109
161875,-1.000,109
161876,-1.000,109
161877,-1.000,109
161878,-1.000,109
161879,-1.000,109
161880,-1.000,109
161881,-1.000,109
161882,-1.000,109
161883,-1.000,109
161884,-1.000,109
161885,-1.000,109
161886,-1.000,109
161887,-1.000,109
161888,-1.000,109
161889,-1.000,109
161890,-1.000,109
161891,-1.000,109
161892,-1.000,109
161893,-1.000,109
161894,-1.000,109
161895,-1.000,109
161896,-1.000,109
161897,-1.000,109
161898,-1.000,109
161899,-1.000,109
161900,-1.000,109
161901,-1.000,109
161902,-1.000,109
161903,-1.000,109
161904,-1.000,109
161905,-1.000,109
161906,-1.000,109
161907,-1.000,109
161908,-1.000,109
161909,-1.000,109
161910,-1.000,109
161911,-1.000,109
161912,-1.000,109
161913,-1.000,109
161914,-1.000,109
161915,-1.000,109
161916,-1.000,109
161917,-1.000,109
161918,-1.000,109
161919,-1.000,109
161920,-1.000,109
161921,-1.000,109
161922,-1.000,109
161923,-1.000,109
161924,-1.000,109
161925,-1.000,109
161926,-1.000,109
161927,-1.000,109
161928,-1.000,109
161929,-1.000,109
161930,-1.000,109
161931,-1.000,109
161932,-1.000,109
161933,-1.000,109
161934,-1.000,109
161935,-1.000,109
161936,-1.000,109
161937,-1.000,109
161938,-1.000,109
161939,-1.000,109
161940,-1.000,109
161941,-1.000,109
161942,-1.000,109
161943,-1.000,109
161944,-1.000,109
161945,-1.000,109
161946,-1.000,109
161947,-1.000,109
161948,-1.000,109
161949,-1.000,109
161950,-1.000,109
161951,-1.000,109
161952,-1.000,109
161953,-1.000,109
161954,-1.000,109
161955,-1.000,109
161956,-1.000,109
161957,-1.000,109
161958,-1.000,109
161959,-1.000,109
161960,-1.000,109
161961,-1.000,109
161962,-1.000,109
161963,-1.000,109
161964,-1.000,109
161965,-1.000,109
161966,-1.000,109
161967,-1.000,109
161968,-1.000,109
161969,-1.000,109
161970,-1.000,109
161971,-1.000,109
161972,-1.000,109
161973,-1.000,109
161974,-1.000,109
161975,-1.000,109
161976,-1.000,109
161977,-1.000,109
161978,-1.000,109
161979,-1.000,109
161980,-1.000,109
161981,-1.000,109
161982,-1.000,109
161983,-1.000,109
161984,-1.000,109
161985,-1.000,109
161986,-1.000,109
162331,-1.000,109
162332,-1.000,109
162333,-1.000,109
162334,-1.000,109
162335,-1.000,109
162336,-1.000,109
162337,-1.000,109
162338,-1.000,109
162339,-1.000,109
162340,-1.000,109
162341,-1.000,109
162342,-1.000,109
162365,2.000,109
162366,2.000,109
162367,2.000,109
162368,2.000,109
162369,2.000,109
162370,2.000,109
162371,1.000,109
162372,1.000,109
162373,2.000,109
162374,2.000,109
162375,2.000,109
162376,2.000,109
162377,2.000,109
162378,3.000,109
162379,3.000,109
162380,3.000,109
162381,3.000,109
162382,3.000,109
162383,2.000,109
162384,2.000,109
162385,6.000,109
162386,6.000,109
162387,6.000,109
162388,2.000,109
162389,2.000,109
162390,2.000,109
162391,4.000,109
162392,4.000,109
162393,4.000,109
162394,4.000,109
162395,4.000,109
162396,2.000,109
162397,4.000,109
162398,4.000,109
162399,4.000,109
162400,4.000,109
162401,4.000,109
162402,2.000,109
162403,1.000,109
162404,10.000,109
162405,4.000,109
162406,9.000,109
162407,1.000,109
162408,3.000,109
162409,1.000,109
162410,1.000,109
162411,2.000,109
162412,2.000,109
162413,2.000,109
162414,2.000,109
162415,2.000,109
162416,2.000,109
162417,4.000,109
162418,6.000,109
162419,6.000,109
162420,4.000,109
162421,2.000,109
162422,6.000,109
162423,9.000,109
162424,4.000,109
162425,4.000,109
162426,1.000,109
162427,4.000,109
162428,6.000,109
162429,6.000,109
162430,6.000,109
162431,2.000,109
162432,2.000,109
162433,2.000,109
162434,2.000,109
162435,2.000,109
162436,2.000,109
162437,2.000,109
162764,-1.000,109
162765,-1.000,109
162766,-1.000,109
162767,-1.000,109
162768,-1.000,109
162769,-1.000,109
162770,-1.000,109
162771,-1.000,109
162772,-1.000,109
162773,-1.000,109
162774,-1.000,109
162775,-1.000,109
162776,-1.000,109
162777,-1.000,109
162778,-1.000,109
162779,-1.000,109
162780,-1.000,109
162781,-1.000,109
162782,-1.000,109
162783,-1.000,109
162784,-1.000,109
162785,-1.000,109
162786,-1.000,109
162787,-1.000,109
162788,-1.000,109
162789,-1.000,109
162790,-1.000,109
162791,-1.000,109
162792,-1.000,109
162793,-1.000,109
162794,-1.000,109
162795,-1.000,109
162796,-1.000,109
162797,-1.000,109
162798,-1.000,109
162799,-1.000,109
162800,-1.000,109
162801,-1.000,109
162802,-1.000,109
162803,-1.000,109
162804,-1.000,109
162805,-1.000,109
162806,-1.000,109
162807,-1.000,109
162808,-1.000,109
162809,-1.000,109
162810,-1.000,109
162811,-1.000,109
162812,-1.000,109
162813,-1.000,109
162814,-1.000,109
162815,-1.000,109
162816,-1.000,109
162817,-1.000,109
162818,-1.000,109
162819,-1.000,109
162820,-1.000,109
162821,-1.000,109
162822,-1.000,109
162823,-1.000,109
162824,-1.000,109
162825,-1.000,109
162826,-1.000,109
162827,-1.000,109
162828,-1.000,109
162829,-1.000,109
162830,-1.000,109
162831,-1.000,109
162832,-1.000,109
162833,-1.000,109
162834,-1.000,109
162835,-1.000,109
162836,-1.000,109
162837,-1.000,109
162838,-1.000,109
162839,-1.000,109
162840,-1.000,109
162841,-1.000,109
162842,-1.000,109
162843,-1.000,109
162844,-1.000,109
162845,-1.000,109
162846,-1.000,109
162847,-1.000,109
162848,-1.000,109
162849,-1.000,109
162850,-1.000,109
162851,-1.000,109
162852,-1.000,109
162853,-1.000,109
162854,-1.000,109
162855,-1.000,109
162856,-1.000,109
162857,-1.000,109
162858,-1.000,109
162859,-1.000,109
162860,-1.000,109
162861,-1.000,109
162862,-1.000,109
162863,-1.000,109
162864,-1.000,109
162865,-1.000,109
162866,-1.000,109
162867,-1.000,109
162868,-1.000,109
162869,-1.000,109
162870,-1.000,109
162871,-1.000,109
162872,-1.000,109
162873,-1.000,109
162874,-1.000,109
162875,-1.000,109
162876,-1.000,109
162877,-1.000,109
162878,-1.000,109
162879,-1.000,109
162880,-1.000,109
162881,-1.000,109
162882,-1.000,109
162883,-1.000,109
162884,-1.000,109
162885,-1.000,109
162886,-1.000,109
162887,-1.000,109
162888,-1.000,109
162889,-1.000,109
162890,-1.000,109
162891,-1.000,109
162892,-1.000,109
162893,-1.000,109
162894,-1.000,109
162895,-1.000,109
162896,-1.000,109
162897,-1.000,109
162898,-1.000,109
162899,-1.000,109
162900,-1.000,109
162901,-1.000,109
162902,-1.000,109
162903,-1.000,109
162904,-1.000,109
162905,-1.000,109
162906,-1.000,109
162907,-1.000,109
162908,-1.000,109
162909,-1.000,109
162910,-1.000,109
162911,-1.000,109
162912,-1.000,109
162913,-1.000,109
162914,-1.000,109
162915,-1.000,109
162916,-1.000,109
162917,-1.000,109
162918,-1.000,109
162919,-1.000,109
162920,-1.000,109
162921,-1.000,109
162922,-1.000,109
162923,-1.000,109
162924,-1.000,109
162925,-1.000,109
162926,-1.000,109
162927,-1.000,109
162928,-1.000,109
162929,-1.000,109
162930,-1.000,109
162931,-1.000,109
162932,-1.000,109
162933,-1.000,109
162934,-1.000,109
162935,-1.000,109
162936,-1.000,109
162937,-1.000,109
162938,-1.000,109
162939,-1.000,109
162940,-1.000,109
162941,-1.000,109
162942,-1.000,109
162943,-1.000,109
162944,-1.000,109
162945,-1.000,109
162946,-1.000,109
162947,-1.000,109
162948,-1.000,109
162949,-1.000,109
162950,-1.000,109
162951,-1.000,109
162952,-1.000,109
162953,-1.000,109
162954,-1.000,109
162955,-1.000,109
162956,-1.000,109
162957,-1.000,109
162958,-1.000,109
162959,-1.000,109
162960,-1.000,109
162961,-1.000,109
162962,-1.000,109
162963,-1.000,109
162964,-1.000,109
162965,-1.000,109
162966,-1.000,109
162967,-1.000,109
162968,-1.000,109
162969,-1.000,109
162970,-1.000,109
162971,-1.000,109
162972,-1.000,109
162973,-1.000,109
162974,-1.000,109
162975,-1.000,109
162976,-1.000,109
162977,-1.000,109
162978,-1.000,109
162979,-1.000,109
162980,-1.000,109
162981,-1.000,109
162982,-1.000,109
162983,-1.000,109
162984,-1.000,109
162985,-1.000,109
162986,-1.000,109
162987,-1.000,109
162988,-1.000,109
162989,-1.000,109
162990,-1.000,109
162991,-1.000,109
162992,-1.000,109
162993,-1.000,109
162994,-1.000,109
162995,-1.000,109
162996,-1.000,109
162997,-1.000,109
162998,-1.000,109
162999,-1.000,109
163000,-1.000,109
163001,-1.000,109
163002,-1.000,109
163003,-1.000,109
163004,-1.000,109
163005,-1.000,109
163006,-1.000,109
163007,-1.000,109
163008,-1.000,109
163009,-1.000,109
163010,-1.000,109
163011,-1.000,109
163012,-1.000,109
163013,-1.000,109
163014,-1.000,109
163015,-1.000,109
163016,-1.000,109
163017,-1.000,109
163018,-1.000,109
163019,-1.000,109
163020,-1.000,109
163021,-1.000,109
163022,-1.000,109
163023,-1.000,109
163024,-1.000,109
163025,-1.000,109
163026,-1.000,109
163027,-1.000,109
163028,-1.000,109
163029,-1.000,109
163030,-1.000,109
163031,-1.000,109
163032,-1.000,109
163033,-1.000,109
163034,-1.000,109
163035,-1.000,109
163036,-1.000,109
163037,-1.000,109
163038,-1.000,109
163039,-1.000,109
163040,-1.000,109
163041,-1.000,109
163042,-1.000,109
163043,-1.000,109
163044,-1.000,109
163045,-1.000,109
163046,-1.000,109
163047,-1.000,109
163048,-1.000,109
163049,-1.000,109
163050,-1.000,109
163051,-1.000,109
163052,-1.000,109
163053,-1.000,109
163054,-1.000,109
163055,-1.000,109
163056,-1.000,109
163057,-1.000,109
163058,-1.000,109
163059,-1.000,109
163060,-1.000,109
163061,-1.000,109
163062,-1.000,109
163063,-1.000,109
163064,-1.000,109
163065,-1.000,109
163066,-1.000,109
163067,-1.000,109
163195,-1.000,109
163196,-1.000,109
163197,-1.000,109
163198,-1.000,109
163199,-1.000,109
163200,-1.000,109
164403,-1.000,109
164404,-1.000,109
164405,-1.000,109
164406,-1.000,109
164407,-1.000,109
164408,-1.000,109
164409,-1.000,109
164410,-1.000,109
164411,-1.000,109
164412,-1.000,109
164413,-1.000,109
164414,-1.000,109
164415,-1.000,109
164416,-1.000,109
164417,-1.000,109
164418,-1.000,109
164419,-1.000,109
164420,-1.000,109
164421,-1.000,109
164422,-1.000,109
164423,-1.000,109
164424,-1.000,109
164425,-1.000,109
164426,-1.000,109
164427,-1.000,109
164428,-1.000,109
164429,-1.000,109
164430,-1.000,109
164431,-1.000,109
164432,-1.000,109
164433,-1.000,109
164434,-1.000,109
164435,-1.000,109
164436,-1.000,109
164437,-1.000,109
164438,-1.000,109
164439,-1.000,109
164440,-1.000,109
164441,-1.000,109
164442,-1.000,109
164443,-1.000,109
164444,-1.000,109
164445,-1.000,109
164446,-1.000,109
164447,-1.000,109
164448,-1.000,109
164449,-1.000,109
164450,-1.000,109
164451,-1.000,109
164452,-1.000,109
164453,-1.000,109
164454,-1.000,109
164455,-1.000,109
164456,-1.000,109
164457,-1.000,109
164458,-1.000,109
164459,-1.000,109
164460,-1.000,109
164461,-1.000,109
164462,-1.000,109
164463,-1.000,109
164464,-1.000,109
164465,-1.000,109
164466,-1.000,109
164467,-1.000,109
164468,-1.000,109
164469,-1.000,109
164470,-1.000,109
164471,-1.000,109
164472,-1.000,109
164473,-1.000,109
164474,-1.000,109
164475,-1.000,109
164476,-1.000,109
164477,-1.000,109
164478,-1.000,109
164479,-1.000,109
164480,-1.000,109
164481,-1.000,109
164482,-1.000,109
164483,-1.000,109
164484,-1.000,109
164485,-1.000,109
164486,-1.000,109
164487,-1.000,109
164488,-1.000,109
164489,-1.000,109
164490,-1.000,109
164491,-1.000,109
164492,-1.000,109
164493,-1.000,109
164494,-1.000,109
164495,-1.000,109
164496,-1.000,109
164497,-1.000,109
164498,-1.000,109
164499,-1.000,109
164500,-1.000,109
164501,-1.000,109
164502,-1.000,109
164503,-1.000,109
164504,-1.000,109
164505,-1.000,109
164506,-1.000,109
164507,-1.000,109
164508,-1.000,109
164509,-1.000,109
164510,-1.000,109
164511,-1.000,109
164512,-1.000,109
164513,-1.000,109
164514,-1.000,109
164515,-1.000,109
164516,-1.000,109
164517,-1.000,109
164518,-1.000,109
164519,-1.000,109
164520,-1.000,109
164521,-1.000,109
164522,-1.000,109
164523,-1.000,109
164524,-1.000,109
164525,-1.000,109
164526,-1.000,109
164527,-1.000,109
164528,-1.000,109
164529,-1.000,109
164530,-1.000,109
164531,-1.000,109
164532,-1.000,109
164533,-1.000,109
164534,-1.000,109
164535,-1.000,109
164536,-1.000,109
164537,-1.000,109
164538,-1.000,109
164539,-1.000,109
164540,-1.000,109
164541,-1.000,109
164542,-1.000,109
164543,-1.000,109
164544,-1.000,109
164545,-1.000,109
164546,-1.000,109
164547,-1.000,109
164548,-1.000,109
164549,-1.000,109
164550,-1.000,109
164551,-1.000,109
164552,-1.000,109
164553,-1.000,109
164554,-1.000,109
164555,-1.000,109
164556,-1.000,109
164557,-1.000,109
164558,-1.000,109
164559,-1.000,109
164560,-1.000,109
164561,-1.000,109
164562,-1.000,109
164563,-1.000,109
164564,-1.000,109
164565,-1.000,109
164566,-1.000,109
164567,-1.000,109
164568,-1.000,109
164569,-1.000,109
164570,-1.000,109
164571,-1.000,109
164572,-1.000,109
164573,-1.000,109
164574,-1.000,109
164575,-1.000,109
164576,-1.000,109
164577,-1.000,109
164578,-1.000,109
164579,-1.000,109
164580,-1.000,109
164581,-1.000,109
164582,-1.000,109
164583,-1.000,109
164584,-1.000,109
164585,-1.000,109
164586,-1.000,109
164587,-1.000,109
164588,-1.000,109
164589,-1.000,109
164590,-1.000,109
164591,-1.000,109
164592,-1.000,109
164593,-1.000,109
164594,-1.000,109
164595,-1.000,109
166029,-1.000,109
166472,-1.000,109
167982,-1.000,109
167983,-1.000,109
167984,-1.000,109
167985,-1.000,109
167986,-1.000,109
167987,-1.000,109
167988,-1.000,109
167989,-1.000,109
167990,-1.000,109
167991,-1.000,109
167992,-1.000,109
167993,-1.000,109
167994,-1.000,109
167995,-1.000,109
167996,-1.000,109
167997,-1.000,109
167998,-1.000,109
167999,-1.000,109
168000,-1.000,109
168001,-1.000,109
168143,2.000,109
168144,4.000,109
168145,4.000,109
168146,4.000,109
168147,4.000,109
168148,3.000,109
168149,3.000,109
168150,2.000,109
168151,4.000,109
168152,4.000,109
168153,4.000,109
168154,4.000,109
168155,4.000,109
168156,2.000,109
168157,1.000,109
168158,2.000,109
168159,2.000,109
168160,2.000,109
168161,2.000,109
168162,2.000,109
168163,1.000,109
168206,2.000,109
168207,4.000,109
168208,4.000,109
168209,4.000,109
168210,4.000,109
168211,4.000,109
168212,2.000,109
168213,2.000,109
168214,4.000,109
168215,4.000,109
168216,4.000,109
168217,4.000,109
168218,4.000,109
168219,2.000,109
168220,1.000,109
168221,2.000,109
168222,2.000,109
168223,2.000,109
168224,2.000,109
168225,2.000,109
168226,1.000,109
168227,1.000,109
168228,2.000,109
168229,2.000,109
168230,2.000,109
168231,2.000,109
168232,2.000,109
168233,1.000,109
168234,2.000,109
168235,4.000,109
168236,4.000,109
168237,4.000,109
168238,4.000,109
168239,4.000,109
168240,2.000,109
168241,1.000,109
168242,2.000,109
168243,2.000,109
168244,2.000,109
168245,2.000,109
168246,2.000,109
168247,1.000,109
168248,2.000,109
168249,4.000,109
168250,4.000,109
168251,4.000,109
168252,4.000,109
168253,4.000,109
168254,2.000,109
168255,2.000,109
168256,4.000,109
168257,4.000,109
168258,4.000,109
168259,4.000,109
168260,4.000,109
168261,2.000,109
168309,-1.000,109
168310,-1.000,109
168311,-1.000,109
168312,-1.000,109
168313,-1.000,109
168314,-1.000,109
168315,-1.000,109
168316,-1.000,109
168317,-1.000,109
168318,-1.000,109
168319,-1.000,109
168320,-1.000,109
168321,-1.000,109
168322,-1.000,109
168323,-1.000,109
168324,-1.000,109
168325,-1.000,109
168326,-1.000,109
168327,-1.000,109
168328,-1.000,109
168329,-1.000,109
168330,-1.000,109
168331,-1.000,109
168332,-1.000,109
168333,-1.000,109
168334,-1.000,109
168335,-1.000,109
168336,-1.000,109
168337,-1.000,109
168338,-1.000,109
168339,-1.000,109
168340,-1.000,109
168341,-1.000,109
168342,-1.000,109
168343,-1.000,109
168344,-1.000,109
168345,-1.000,109
168346,-1.000,109
168347,-1.000,109
168348,-1.000,109
168349,-1.000,109
168350,-1.000,109
168351,-1.000,109
168352,-1.000,109
168353,-1.000,109
168354,-1.000,109
168355,-1.000,109
168356,-1.000,109
168357,-1.000,109
168358,-1.000,109
168359,-1.000,109
168360,-1.000,109
168361,-1.000,109
168362,-1.000,109
168363,-1.000,109
168364,-1.000,109
168365,-1.000,109
168366,-1.000,109
168991,-1.000,109
168992,-1.000,109
168993,-1.000,109
168994,-1.000,109
168995,-1.000,109
168996,-1.000,109
168998,-1.000,109
168999,-1.000,109
169141,-1.000,109
169142,-1.000,109
169720,-1.000,109
169721,-1.000,109
170481,-1.000,109
170482,-1.000,109
170483,-1.000,109
170484,-1.000,109
170485,-1.000,109
170486,-1.000,109
171091,-1.000,109
171092,-1.000,109
171131,2.000,109
171132,4.000,109
171133,4.000,109
171134,4.000,109
171135,4.000,109
171136,4.000,109
171137,2.000,109
171138,2.000,109
171139,4.000,109
171140,4.000,109
171141,4.000,109
171142,4.000,109
171143,4.000,109
171144,2.000,109
171145,4.000,109
171146,4.000,109
171147,8.000,109
171148,12.000,109
171149,12.000,109
171150,4.000,109
171151,4.000,109
171152,5.000,109
171153,5.000,109
171154,5.000,109
171155,5.000,109
171156,5.000,109
171157,4.000,109
171158,3.000,109
171159,2.000,109
171160,2.000,109
171161,4.000,109
171162,8.000,109
171163,8.000,109
171164,8.000,109
171165,8.000,109
171166,8.000,109
171167,4.000,109
171168,3.000,109
171169,6.000,109
171170,6.000,109
171171,6.000,109
171172,6.000,109
171173,6.000,109
171174,3.000,109
171175,2.000,109
171176,4.000,109
171177,4.000,109
171178,4.000,109
171179,4.000,109
171180,4.000,109
171181,2.000,109
171182,4.000,109
171183,4.000,109
171184,8.000,109
171185,12.000,109
171186,12.000,109
171187,4.000,109
171188,4.000,109
171189,7.000,109
171190,8.000,109
171191,8.000,109
171192,8.000,109
171193,8.000,109
171194,5.000,109
171195,1.000,109
171196,2.000,109
171197,1.000,109
171198,4.000,109
171199,4.000,109
171200,8.000,109
171201,12.000,109
171202,12.000,109
171203,4.000,109
171204,4.000,109
171205,3.000,109
171206,5.000,109
171207,5.000,109
171208,5.000,109
171209,5.000,109
171210,3.000,109
171227,-1.000,109
171228,1.000,109
171229,1.000,109
171230,1.000,109
171231,1.000,109
171929,-1.000,109
172371,-1.000,109
174556,-1.000,109
174557,-1.000,109
174558,-1.000,109
174559,-1.000,109
174560,-1.000,109
174561,-1.000,109
174562,-1.000,109
174563,-1.000,109
174564,-1.000,109
174565,-1.000,109
174566,-1.000,109
174567,-1.000,109
174568,-1.000,109
174569,-1.000,109
174570,-1.000,109
174571,-1.000,109
174572,-1.000,109
174573,-1.000,109
174574,-1.000,109
174575,-1.000,109
174579,-1.000,109
174580,-1.000,109
174582,-1.000,109
174583,-1.000,109
174626,-1.000,109
174627,-1.000,109
174628,-1.000,109
174629,-1.000,109
174630,-1.000,109
174631,-1.000,109
174632,-1.000,109
174633,-1.000,109
174634,-1.000,109
174635,-1.000,109
174636,-1.000,109
174637,-1.000,109
174640,-1.000,109
174641,-1.000,109
174649,-1.000,109
174650,-1.000,109
174746,-1.000,109
174747,-1.000,109
174748,-1.000,109
174749,-1.000,109
174750,-1.000,109
174751,-1.000,109
174752,-1.000,109
174753,-1.000,109
174754,-1.000,109
174755,-1.000,109
174756,-1.000,109
174757,-1.000,109
174758,-1.000,109
174759,-1.000,109
174760,3.000,109
174761,2.000,109
174762,2.000,109
174763,2.000,109
174764,5.000,109
174765,3.000,109
174766,1.000,109
174767,2.000,109
174768,2.000,109
174769,2.000,109
174770,2.000,109
174771,2.000,109
174772,1.000,109
174773,2.000,109
174774,2.000,109
174775,4.000,109
174776,4.000,109
174777,4.000,109
174778,2.000,109
174779,2.000,109
174780,1.000,109
174781,2.000,109
174782,2.000,109
174783,2.000,109
174784,2.000,109
174785,2.000,109
174786,1.000,109
174799,1.000,109
174800,1.000,109
175814,-1.000,109
175815,-1.000,109
175816,-1.000,109
175817,-1.000,109
175823,-2.000,109
175824,-3.000,109
175825,-3.000,109
175826,-3.000,109
175827,-3.000,109
175828,-3.000,109
175829,-2.000,109
175830,-2.000,109
175831,-2.000,109
175832,-1.000,109
175833,-3.000,109
175834,-2.000,109
175835,-1.000,109
175836,-2.000,109
175837,-2.000,109
175838,-1.000,109
175839,-2.000,109
175840,-2.000,109
175841,-1.000,109
175842,-2.000,109
175843,-4.000,109
175844,-4.000,109
175845,-4.000,109
175846,-4.000,109
175847,-3.000,109
175848,-2.000,109
175849,-1.000,109
175850,-2.000,109
175851,-2.000,109
175852,-2.000,109
175853,-2.000,109
175854,-2.000,109
175855,-1.000,109
175856,-1.000,109
175857,-1.000,109
175858,-1.000,109
175859,-2.000,109
175860,-2.000,109
175861,-1.000,109
175862,-5.000,109
175863,-6.000,109
175864,-6.000,109
175865,-5.000,109
175866,-6.000,109
175867,-4.000,109
175868,-5.000,109
175869,-1.000,109
175870,-2.000,109
175871,-2.000,109
